#          chi2            h           Omegam           OmegaK          
        30.8369        0.702376          0.3768       -0.198148 
         30.911        0.699895        0.357986       -0.108423 
        33.2112        0.698404        0.340243       -0.120503 
        29.6707        0.701553        0.305613       -0.015197 
        30.2726         0.70309        0.344556       -0.104859 
        44.9505        0.703177          0.4114       -0.123559 
        43.6194        0.703378          0.4017       -0.111605 
        30.7235        0.702474        0.354968       -0.113765 
        30.0401        0.705323        0.309848      -0.0992586 
        35.9298        0.714567        0.268145       -0.123135 
        32.7948         0.70429        0.289449      -0.0885604 
        31.6807        0.710724        0.291168       -0.107104 
        32.6617         0.71027        0.312043       -0.176365 
        32.7617         0.71126        0.334697        -0.15291 
        31.1204        0.707507        0.340972       -0.198813 
        34.3643         0.70971        0.346045       -0.132234 
        33.6401        0.694095        0.348334      -0.0476907 
        33.2304         0.70211        0.344692      -0.0474958 
        30.3065        0.703713        0.272901       -0.016963 
        30.1473        0.704656           0.282       0.0181756 
        30.2529        0.705943        0.295529      -0.0273659 
        30.1253        0.707254        0.287119      -0.0562203 
        33.5126        0.713358        0.289764       -0.136459 
        32.9892        0.712586        0.274417       -0.085878 
        31.7262        0.702662        0.347382       -0.174188 
        31.7109        0.704318        0.374126       -0.241845 
        35.5577        0.701235        0.409751       -0.310761 
        36.7403        0.697364        0.472158       -0.302999 
         32.553        0.705602        0.450557       -0.365618 
        32.2499        0.709506        0.434332       -0.385184 
        31.3519         0.70772        0.401021       -0.277865 
        34.8151         0.70514        0.426819       -0.253607 
        35.9877        0.706141        0.406127       -0.204816 
         30.866        0.700262        0.362734       -0.128104 
        32.0143        0.705523        0.404137       -0.240939 
        35.6725        0.702562        0.429031         -0.2246 
        33.0986        0.699808         0.41652       -0.213612 
        32.9991        0.710448        0.397425       -0.274122 
        32.9389        0.705326         0.39588       -0.308796 
        32.1261        0.711196        0.406794       -0.342518 
        32.1734        0.711941        0.380944       -0.305743 
        31.5101        0.704274        0.396548       -0.274155 
        31.3629        0.706134        0.396877        -0.24382 
        31.5018        0.702717        0.405824        -0.25838 
         35.793        0.706808        0.413911         -0.2322 
        31.8784        0.708296          0.4276       -0.359014 
        34.5901        0.706596        0.445962         -0.4295 
        33.9848        0.715037        0.400735       -0.359161 
        33.0933        0.711695        0.407084       -0.379064 
        36.3526         0.70302         0.44209       -0.398496 
        39.4533        0.708344        0.524797       -0.482686 
        36.8904        0.710414        0.476569       -0.413776 
        37.6553         0.70079         0.47977       -0.441307 
        35.4913        0.702017        0.473718       -0.423883 
        32.9246        0.707559        0.462333       -0.411265 
        38.6351        0.719389        0.418298       -0.407941 
        33.9486        0.714553        0.405654       -0.392688 
        34.4951        0.706896        0.447559       -0.434217 
        33.5785        0.706755        0.472173       -0.409604 
        32.4811        0.708472        0.425191       -0.380993 
        31.5809        0.705621        0.421976         -0.3153 
        32.8607        0.712195          0.4129       -0.347481 
         32.085        0.708171         0.39396        -0.31929 
        32.1595        0.709279        0.417276       -0.321988 
        36.5116        0.707865        0.359445       -0.294195 
        39.6974         0.70833        0.352053       -0.302745 
        32.9654        0.706985         0.34871       -0.235274 
        30.7705        0.704465        0.387894       -0.237832 
         31.097        0.705027         0.37875       -0.190042 
         30.315        0.704586        0.368045       -0.189387 
        30.2793        0.704128        0.341605       -0.153851 
        30.9139        0.708765        0.328197       -0.130521 
        31.7361        0.700113        0.345381       -0.135672 
        30.1121        0.702242        0.345643       -0.126358 
        30.9905        0.702611        0.311685      -0.0953693 
        29.9246        0.705463        0.326279       -0.126355 
        32.7333        0.712859        0.304839       -0.136549 
          30.52         0.70808        0.335028       -0.145354 
         31.294        0.699119        0.352715      -0.0765759 
        33.3965        0.694857        0.355698      -0.0729656 
        34.2147        0.699325        0.308373      -0.0836093 
        30.0248        0.701721        0.338747      -0.0953796 
